43.452355,30.978244,0.000000,0.000000,0.000000,0.000000,25.000000,23.200000,25.000000,23.200000,0.000000,28.068000,27.990000,28.068000,27.900000,0.000000,0.000000,0.000000,0.330267,0.359948,0.330267,0.334517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
47.368393,34.999981,0.000000,0.000000,0.000000,0.000000,24.000000,26.400000,24.000000,24.600000,0.000000,28.266000,28.690000,28.266000,28.174000,0.000000,0.000000,0.000000,0.310302,0.340550,0.310302,0.325048,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
47.133728,31.952644,0.000000,0.000000,0.000000,0.000000,23.400000,22.800000,23.400000,21.200000,0.000000,27.502000,27.758000,27.502000,27.172000,0.000000,0.000000,0.000000,0.349903,0.356707,0.349903,0.335017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
46.632100,30.526300,0.000000,0.000000,0.000000,0.000000,28.600000,28.000000,28.600000,21.000000,0.000000,27.802000,29.848000,27.802000,28.144000,0.000000,0.000000,0.000000,0.343237,0.328405,0.343237,0.313725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
49.090879,32.738076,0.000000,0.000000,0.000000,0.000000,22.000000,27.200000,22.000000,22.600000,0.000000,27.086000,29.398000,27.086000,27.900000,0.000000,0.000000,0.000000,0.348626,0.339326,0.348626,0.331578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53.503151,35.714264,0.000000,0.000000,0.000000,0.000000,23.000000,25.200000,23.000000,22.600000,0.000000,28.180000,29.430000,28.180000,28.298000,0.000000,0.000000,0.000000,0.321902,0.340076,0.321902,0.324247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
45.282990,29.310328,0.000000,0.000000,0.000000,0.000000,21.400000,24.800000,21.400000,23.600000,0.000000,27.564000,28.290000,27.564000,27.928000,0.000000,0.000000,0.000000,0.330367,0.343169,0.330367,0.332466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
52.866208,40.123432,0.000000,0.000000,0.000000,0.000000,23.200000,24.800000,23.200000,22.200000,0.000000,26.806000,29.984000,26.806000,28.644000,0.000000,0.000000,0.000000,0.350662,0.325365,0.350662,0.308796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
45.833306,34.911222,0.000000,0.000000,0.000000,0.000000,22.800000,26.200000,22.800000,22.800000,0.000000,27.112000,28.202000,27.112000,26.862000,0.000000,0.000000,0.000000,0.350169,0.361319,0.350169,0.353987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
44.720469,31.999982,0.000000,0.000000,0.000000,0.000000,22.400000,24.200000,22.400000,23.800000,0.000000,26.762000,28.150000,26.762000,27.492000,0.000000,0.000000,0.000000,0.362286,0.354325,0.362286,0.340751,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
